AircraftType,AirportName,AltitudeBin,MakeModel,WildlifeSize,ConditionsSky,PilotWarned,FlightPhase,Month,Year,IsSevere
Airplane,AIRBORNE AIRPARK,"(400, 600]",DC-8-63,Medium,Some Cloud,N,Approach,8,2004,0
Airplane,THEODORE FRANCIS GREEN STATE,"(10, 30]",LEARJET-60,Small,Overcast,Y,Climb,8,2004,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(50, 100]",MU2,Small,No Cloud,N,Approach,8,2004,0
Airplane,GREATER PITTSBURGH,"(400, 600]",B-737-400,Medium,Some Cloud,Y,Approach,8,2004,0
Airplane,DALLAS LOVE FIELD ARPT,"(5000, 18000]",B-737-200,Medium,Some Cloud,N,Descent,8,2004,0
Airplane,SPOKANE INTERNATIONAL,"(0, 10]",B-737-300,Small,No Cloud,N,Approach,8,2004,0
Airplane,COLUMBIA METRO,"(10, 30]",MD-87,Small,Some Cloud,N,Climb,8,2004,0
Airplane,ATLANTA INTL,"(400, 600]",B-717-200,Small,Some Cloud,Y,Approach,8,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",B-737-800,Small,Overcast,N,Landing Roll,8,2004,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",A-320,Medium,Overcast,Y,Landing Roll,8,2004,1
Airplane,MANCHESTER AIRPORT,"(-1, 0]",EMB-145,Small,Overcast,N,Landing Roll,8,2004,0
Airplane,TUCSON INTL,"(5000, 18000]",MD-82,Small,No Cloud,N,Descent,8,2004,0
Airplane,RALEIGH-DURHAM INTL,"(-1, 0]",B-757-200,Small,No Cloud,Y,Landing Roll,8,2004,0
Airplane,CHICAGO O'HARE INTL ARPT,"(-1, 0]",MD-82,Small,No Cloud,Y,Landing Roll,8,2004,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(1000, 2000]",B-737-200,Large,Some Cloud,N,Approach,8,2004,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(30, 50]",MD-82,Small,No Cloud,N,Approach,8,2004,0
Airplane,AUSTIN-BERGSTROM INTL,"(0, 10]",MD-82,Small,Some Cloud,N,Climb,8,2004,0
Airplane,ATLANTA INTL,"(600, 1000]",MD-82,Medium,Some Cloud,Y,Approach,8,2004,0
Airplane,COLUMBUS METRO,"(0, 10]",C-182 SKYLAN,Small,Some Cloud,N,Climb,8,2004,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(3000, 5000]",B-737-300,Small,No Cloud,N,Approach,8,2004,0
Airplane,ROCHESTER INTL,"(200, 400]",DC-9-30,Small,Some Cloud,N,Climb,8,2004,0
Airplane,HILO INTL ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,N,Take-off run,8,2004,0
Airplane,GREATER PITTSBURGH,"(-1, 0]",BE-1900,Small,Some Cloud,N,Landing Roll,8,2004,0
Airplane,NORTHEAST PHILADELPHIA ARPT,"(-1, 0]",PA-28,Small,Some Cloud,Y,Landing Roll,8,2004,0
Airplane,PHILADELPHIA INTL,"(5000, 18000]",B-737-300,Medium,No Cloud,N,Climb,8,2004,0
Airplane,THEODORE FRANCIS GREEN STATE,"(30, 50]",LEARJET-55,Medium,No Cloud,N,Approach,8,2004,0
Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",CL-RJ100/200,Small,No Cloud,N,Take-off run,8,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(400, 600]",B-727-200,Small,Some Cloud,Y,Approach,8,2004,0
Airplane,SANTA BARBARA MUNICIPAL,"(-1, 0]",CL-RJ100/200,Small,No Cloud,Y,Landing Roll,8,2004,0
Airplane,MYRTLE BEACH INTL,"(200, 400]",B-737-300,Small,No Cloud,N,Approach,8,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(10, 30]",B-767-300,Small,No Cloud,Y,Approach,8,2004,0
Airplane,YEAGER ARPT,"(100, 200]",SAAB-340,Large,No Cloud,N,Climb,8,2004,0
Airplane,EL PASO INTL ARPT,"(400, 600]",B-737-300,Small,No Cloud,N,Climb,8,2004,0
Airplane,ATLANTIC CITY INTL,"(-1, 0]",DC-10,Small,Some Cloud,Y,Take-off run,8,2004,0
Airplane,THE EASTERN IOWA ARPT,"(50, 100]",BE-200 KING,Small,Some Cloud,N,Approach,8,2004,0
Airplane,SOUTHWEST FLORIDA INTL ARPT,"(30, 50]",B-757-200,Small,No Cloud,Y,Climb,8,2004,0
Airplane,BALTIMORE WASH INTL,"(-1, 0]",A-310,Small,No Cloud,Y,Take-off run,8,2004,0
Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,"(-1, 0]",LEARJET-35,Small,No Cloud,N,Take-off run,8,2004,1
Airplane,GERALD R FORD INTL,"(-1, 0]",C-208,Small,Some Cloud,N,Take-off run,8,2004,0
Airplane,LOVELL FIELD ARPT,"(-1, 0]",ATR-72,Small,Some Cloud,N,Landing Roll,8,2004,0
Airplane,ATLANTA INTL,"(100, 200]",B-777-200,Medium,Some Cloud,N,Climb,8,2004,0
Airplane,GREATER PITTSBURGH,"(10, 30]",CL-RJ100/200,Small,Some Cloud,N,Approach,8,2004,0
Airplane,MCGHEE TYSON ARPT,"(30, 50]",DC-9-30,Small,No Cloud,N,Approach,8,2004,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(3000, 5000]",B-737-300,Medium,Overcast,N,Descent,8,2004,0
Airplane,PORTLAND INTL (OR),"(600, 1000]",CITATIONJET,Medium,No Cloud,N,Climb,8,2004,1
Airplane,ST. LUCIE COUNTY INTL ARPT,"(30, 50]",LEARJET-35,Small,Some Cloud,N,Climb,8,2004,0
Airplane,PORTLAND INTL (OR),"(-1, 0]",DHC8 DASH 8,Small,Some Cloud,Y,Take-off run,8,2004,0
Airplane,PORTLAND INTL (OR),"(-1, 0]",C-500,Large,Some Cloud,Y,Take-off run,8,2004,1
Airplane,AUSTIN-BERGSTROM INTL,"(30, 50]",MD-83,Small,No Cloud,N,Approach,8,2004,0
Airplane,LEBANON MUNICIPAL ARPT,"(-1, 0]",BE-23 SUNDOWNER,Small,No Cloud,N,Take-off run,8,2004,0
Airplane,NASHVILLE INTL,"(-1, 0]",DC-9-30,Small,Overcast,N,Take-off run,8,2004,0
Airplane,VALLEY INTL,"(-1, 0]",B-737-300,Small,No Cloud,N,Take-off run,8,2004,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(3000, 5000]",MD-82,Small,No Cloud,N,Approach,8,2004,0
Airplane,DENVER INTL AIRPORT,"(50, 100]",DHC8 DASH 8,Small,No Cloud,N,Approach,8,2004,0
Airplane,KANSAS CITY INTL,"(1000, 2000]",B-737-700,Small,No Cloud,N,Climb,8,2004,0
Airplane,LINCOLN MUNICIPAL,"(200, 400]",DHC8 DASH 8,Small,No Cloud,N,Approach,8,2004,0
Airplane,NEWARK LIBERTY INTL ARPT,"(600, 1000]",B-737,Small,Some Cloud,Y,Approach,8,2004,0
Airplane,FAIRBANKS INTL ARPT,"(-1, 0]",C-560,Small,Overcast,N,Landing Roll,8,2004,0
Airplane,PHOENIX SKY HARBOR,"(-1, 0]",CL-RJ900,Small,No Cloud,N,Take-off run,8,2004,0
Airplane,WESTCHESTER COUNTY ARPT,"(100, 200]",FOKKER F100,Medium,Some Cloud,Y,Approach,8,2004,0
Airplane,AIRBORNE AIRPARK,"(1000, 2000]",DC-9-40,Medium,No Cloud,N,Approach,8,2004,0
Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-200,Small,Some Cloud,N,Take-off run,8,2004,0
Airplane,SOUTHERN ILLINOIS,"(1000, 2000]",C-152,Small,No Cloud,N,Approach,8,2004,0
Airplane,JACKSON EVERS INTL,"(1000, 2000]",B-737-300,Medium,Some Cloud,N,Approach,8,2004,0
Airplane,MANCHESTER AIRPORT,"(-1, 0]",EMB-145,Medium,Some Cloud,N,Take-off run,8,2004,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(0, 10]",B-737-800,Medium,No Cloud,N,Approach,8,2004,0
Airplane,NORTHEAST PHILADELPHIA ARPT,"(-1, 0]",PA-34 SENECA,Medium,Overcast,Y,Take-off run,8,2004,0
Airplane,PORT COLUMBUS INTL,"(-1, 0]",CL-RJ100/200,Small,No Cloud,Y,Landing Roll,8,2004,0
Airplane,BUSH FLD,"(1000, 2000]",CITATION II,Small,Overcast,N,Approach,8,2004,0
Airplane,LOS ANGELES INTL,"(600, 1000]",B-737-300,Small,No Cloud,N,Climb,9,2004,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(3000, 5000]",B-737-800,Medium,No Cloud,N,Climb,9,2004,0
Airplane,ATLANTA INTL,"(5000, 18000]",B-737-800,Medium,Some Cloud,N,Climb,9,2004,0
Airplane,GENERAL MITCHELL INTL,"(1000, 2000]",CL-RJ100/200,Small,Some Cloud,N,Approach,9,2004,0
Airplane,ROLLA NATIONAL ARPT,"(0, 10]",C-182 SKYLAN,Small,No Cloud,Y,Approach,9,2004,0
Airplane,RUTLAND STATE ARPT,"(-1, 0]",BE-1900,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,OUTAGAMIE COUNTY REGIONAL,"(1000, 2000]",DC-9-10,Large,Some Cloud,N,Approach,9,2004,1
Airplane,BUFFALO-NIAGARA INTL,"(0, 10]",CL-RJ100/200,Small,No Cloud,Y,Climb,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(0, 10]",CL-RJ100/200,Small,Overcast,Y,Climb,9,2004,0
Airplane,TUCSON INTL,"(200, 400]",B-737-200,Medium,No Cloud,N,Approach,9,2004,0
Airplane,SALT LAKE CITY INTL,"(-1, 0]",CL-RJ100/200,Medium,Overcast,Y,Landing Roll,9,2004,0
Airplane,ROANOKE REGIONAL,"(30, 50]",PA-28,Small,Some Cloud,N,Approach,9,2004,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(-1, 0]",DC-9,Medium,Some Cloud,Y,Take-off run,9,2004,0
Airplane,KANSAS CITY INTL,"(-1, 0]",DC-9-40,Small,Some Cloud,Y,Take-off run,9,2004,0
Airplane,CHICAGO O'HARE INTL ARPT,"(600, 1000]",B-777-200,Small,No Cloud,N,Climb,9,2004,0
Airplane,MCCARREN INTL,"(50, 100]",MD-83,Medium,No Cloud,N,Climb,9,2004,0
Airplane,BUSH FLD,"(-1, 0]",CL-RJ100/200,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Landing Roll,9,2004,0
Airplane,LEHIGH VALLEY INTL,"(-1, 0]",DC-9-40,Small,Overcast,N,Take-off run,9,2004,0
Airplane,MINETA SAN JOSE INTL,"(-1, 0]",MD-82,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,KANSAS CITY INTL,"(1000, 2000]",B-737-700,Small,No Cloud,Y,Approach,9,2004,0
Airplane,EPPLEY AIRFIELD,"(100, 200]",A-319,Small,No Cloud,N,Approach,9,2004,0
Airplane,DALLAS LOVE FIELD ARPT,"(3000, 5000]",B-737-200,Medium,No Cloud,N,Climb,9,2004,0
Airplane,MANCHESTER AIRPORT,"(400, 600]",B-737-700,Medium,Some Cloud,N,Climb,9,2004,0
Airplane,TULSA INTL,"(-1, 0]",B-737-300,Medium,Some Cloud,N,Landing Roll,9,2004,0
Airplane,SANTA MARIA PUBLIC,"(-1, 0]",C-172,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,THEODORE FRANCIS GREEN STATE,"(-1, 0]",B-737-700,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,NEW ORLEANS INTL,"(30, 50]",B-737-300,Large,No Cloud,Y,Approach,9,2004,0
Airplane,SOUTHWEST FLORIDA INTL ARPT,"(0, 10]",A-320,Small,Some Cloud,Y,Climb,9,2004,0
Airplane,ALBERT LEA MUNICIPAL ARPT,"(400, 600]",PA-28,Large,No Cloud,N,Approach,9,2004,1
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,Small,Overcast,Y,Take-off run,9,2004,0
Airplane,CHICAGO O'HARE INTL ARPT,"(2000, 3000]",MD-83,Small,Some Cloud,Y,Climb,9,2004,0
Airplane,PHOENIX DEER VALLEY ARPT,"(50, 100]",PA-44 SEMINOLE,Small,No Cloud,N,Climb,9,2004,0
Airplane,DES MOINES INTL,"(200, 400]",AVRO RJ 85,Small,No Cloud,N,Approach,9,2004,0
Airplane,BALTIMORE WASH INTL,"(-1, 0]",B-737-400,Small,Overcast,N,Take-off run,9,2004,0
Airplane,YAKUTAT ARPT,"(-1, 0]",B-737-200,Medium,No Cloud,Y,Landing Roll,9,2004,0
Airplane,MBS INTL,"(-1, 0]",C-310,Small,Some Cloud,Y,Take-off run,9,2004,0
Airplane,NORTHEAST PHILADELPHIA ARPT,"(-1, 0]",BE-400 BJET,Medium,Some Cloud,Y,Landing Roll,9,2004,0
Airplane,WASHINGTON DULLES INTL ARPT,"(600, 1000]",CL-RJ100/200,Small,Overcast,Y,Climb,9,2004,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(2000, 3000]",B-737-300,Small,No Cloud,N,Climb,9,2004,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(100, 200]",EMB-145,Small,Some Cloud,N,Approach,9,2004,1
Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",CL-RJ700,Small,Overcast,N,Landing Roll,9,2004,0
Airplane,PORT COLUMBUS INTL,"(100, 200]",MD-88,Small,Overcast,N,Approach,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(1000, 2000]",MD-88,Medium,No Cloud,N,Climb,9,2004,0
Airplane,GERALD R FORD INTL,"(-1, 0]",A-320,Medium,No Cloud,N,Take-off run,9,2004,1
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-82,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(-1, 0]",EMB-120,Small,No Cloud,Y,Landing Roll,9,2004,0
Airplane,SALT LAKE CITY INTL,"(200, 400]",B-737-700,Small,No Cloud,Y,Approach,9,2004,0
Airplane,BATON ROUGE METRO,"(200, 400]",BE-300 KING,Medium,No Cloud,N,Climb,9,2004,0
Airplane,LAGUARDIA NY,"(600, 1000]",HAWKER 800,Medium,No Cloud,N,Approach,9,2004,0
Airplane,ALBUQUERQUE INTL,"(3000, 5000]",B-737-300,Medium,No Cloud,N,Approach,9,2004,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(3000, 5000]",EMB-120,Small,No Cloud,N,Descent,9,2004,0
Airplane,BALTIMORE WASH INTL,"(2000, 3000]",B-737-700,Small,No Cloud,N,Approach,9,2004,0
Airplane,GREATER PITTSBURGH,"(30, 50]",EMB-145,Small,Some Cloud,N,Approach,9,2004,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(400, 600]",B-737-200,Small,No Cloud,N,Approach,9,2004,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(600, 1000]",B-737-300,Small,No Cloud,N,Approach,9,2004,0
Airplane,AIRBORNE AIRPARK,"(3000, 5000]",DC-8-63,Small,No Cloud,N,Descent,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(2000, 3000]",B-727-200,Small,No Cloud,N,Descent,9,2004,0
Airplane,WESTCHESTER COUNTY ARPT,"(-1, 0]",GULFAERO III,Small,Some Cloud,Y,Landing Roll,9,2004,0
Airplane,NORWOOD MEMORIAL ARPT,"(-1, 0]",FAIRCHILD SA227,Large,No Cloud,N,Landing Roll,9,2004,1
Airplane,UNIV OF ILLINOIS -WILLARD ARPT,"(-1, 0]",C-152,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(2000, 3000]",A-320,Small,No Cloud,N,Descent,9,2004,0
Airplane,WASHINGTON DULLES INTL ARPT,"(1000, 2000]",EMB-145,Small,No Cloud,Y,Approach,9,2004,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(10, 30]",B-737,Small,Some Cloud,N,Approach,9,2004,0
Airplane,WASHINGTON DULLES INTL ARPT,"(600, 1000]",B-737-800,Small,Overcast,Y,Approach,9,2004,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(600, 1000]",B-737-300,Small,No Cloud,N,Climb,9,2004,0
Airplane,ATLANTA INTL,"(400, 600]",B-737-200,Medium,No Cloud,N,Approach,9,2004,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(1000, 2000]",B-737-300,Small,No Cloud,Y,Approach,9,2004,0
Airplane,SPRINGFIELD-BRANSON NATIONAL,"(-1, 0]",CL-600,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,FLYING CLOUD ARPT,"(0, 10]",C-441 CONQUE,Small,Some Cloud,N,Approach,9,2004,0
Airplane,DES MOINES INTL,"(10, 30]",CL-RJ700,Small,No Cloud,N,Climb,9,2004,0
Airplane,RENO TAHOE INTL,"(400, 600]",B-737-300,Small,No Cloud,N,Climb,9,2004,0
Airplane,LONG BEACH-DAUGH FLD,"(5000, 18000]",A-320,Medium,No Cloud,N,Descent,9,2004,0
Airplane,STEWART INTL AIRPORT,"(0, 10]",DC-9-30,Small,No Cloud,N,Approach,9,2004,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-318,Medium,Some Cloud,N,Take-off run,9,2004,0
Airplane,KANSAS CITY INTL,"(200, 400]",B-737-300,Small,No Cloud,Y,Climb,9,2004,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(1000, 2000]",B-737,Medium,Some Cloud,N,Approach,9,2004,0
Airplane,BALTIMORE WASH INTL,"(600, 1000]",B-737-700,Small,No Cloud,Y,Approach,9,2004,0
Airplane,RALEIGH-DURHAM INTL,"(5000, 18000]",MD-88,Small,Overcast,N,Approach,9,2004,0
Airplane,GROTON-NEW LONDON AR,"(-1, 0]",PA-28,Large,Some Cloud,N,Landing Roll,9,2004,0
Airplane,MONTGOMERY FIELD ARPT,"(-1, 0]",PA-31 NAVAJO,Medium,Overcast,N,Landing Roll,9,2004,0
Airplane,QUAD CITY ARPT,"(-1, 0]",CL-RJ100/200,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,AURORA MUNICIPAL ARPT,"(0, 10]",IAI ASTRA JT,Small,No Cloud,N,Climb,9,2004,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",B-717-200,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,ATLANTIC CITY INTL,"(30, 50]",BA-125-800,Medium,Some Cloud,Y,Approach,9,2004,0
Airplane,GRAND FORKS INTL,"(600, 1000]",PA-28,Small,No Cloud,N,Climb,9,2004,0
Airplane,EPPLEY AIRFIELD,"(-1, 0]",MU2,Small,No Cloud,Y,Take-off run,9,2004,0
Airplane,HILO INTL ARPT,"(-1, 0]",B-717-200,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,PHOENIX SKY HARBOR,"(600, 1000]",B-737-700,Small,No Cloud,N,Approach,9,2004,0
Airplane,LOGAN INTL,"(0, 10]",B-737-300,Small,No Cloud,N,Climb,9,2004,0
Airplane,HOUSTON-HOBBY,"(200, 400]",B-737-300,Small,No Cloud,Y,Climb,9,2004,0
Airplane,NASHVILLE INTL,"(600, 1000]",B-737-300,Small,Some Cloud,Y,Approach,9,2004,0
Airplane,HONOLULU INTL ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,N,Landing Roll,9,2004,0
Airplane,ROCKY MOUNTAIN METROPOLITAN ARPT,"(30, 50]",BE-200 KING,Large,No Cloud,N,Approach,9,2004,1
Airplane,ADAMS FIELD ARPT,"(400, 600]",B-737-300,Small,No Cloud,N,Approach,9,2004,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",EMB-145,Small,Some Cloud,N,Landing Roll,9,2004,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(1000, 2000]",B-757-200,Medium,Some Cloud,Y,Approach,9,2004,0
Airplane,MOUNT HAWLEY,"(-1, 0]",C-414,Large,No Cloud,N,Landing Roll,9,2004,1
Airplane,MBS INTL,"(50, 100]",CL-600,Small,No Cloud,N,Approach,9,2004,0
Airplane,SOUTH BEND REGIONAL,"(1000, 2000]",CL-RJ100/200,Small,No Cloud,N,Approach,9,2004,0
Airplane,LAMBERT-ST LOUIS INTL,"(2000, 3000]",MD-82,Small,No Cloud,N,Climb,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(600, 1000]",B-727-200,Medium,Overcast,N,Climb,9,2004,0
Airplane,LOUISVILLE INTL ARPT,"(100, 200]",A-300,Medium,No Cloud,Y,Approach,9,2004,0
Airplane,SAN DIEGO INTL,"(5000, 18000]",B-737-300,Medium,No Cloud,N,Descent,9,2004,0
Airplane,WILL ROGERS WORLD ARPT,"(-1, 0]",B-727,Small,Some Cloud,N,Landing Roll,9,2004,0
Airplane,LUBBOCK INTL,"(-1, 0]",B-737-500,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,CAPITAL CITY (MI),"(1000, 2000]",C-208,Small,No Cloud,N,Descent,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(1000, 2000]",MERLIN IV,Small,No Cloud,Y,Approach,9,2004,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(3000, 5000]",B-737-300,Medium,No Cloud,N,Approach,9,2004,0
Airplane,ATLANTA INTL,"(600, 1000]",B-737-800,Medium,No Cloud,N,Approach,9,2004,0
Airplane,ROANOKE REGIONAL,"(50, 100]",MOONEY-20J,Small,Some Cloud,N,Approach,9,2004,0
Airplane,HILO INTL ARPT,"(-1, 0]",B-717-200,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,ATLANTA INTL,"(200, 400]",B-717-200,Medium,No Cloud,N,Approach,9,2004,0
Airplane,ATLANTA INTL,"(2000, 3000]",B-717-200,Small,No Cloud,N,Approach,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(200, 400]",B-727-200,Small,No Cloud,N,Approach,9,2004,1
Airplane,BRADLEY INTL,"(200, 400]",B-737-300,Small,No Cloud,N,Approach,9,2004,0
Airplane,THE EASTERN IOWA ARPT,"(0, 10]",EMB-145,Small,No Cloud,Y,Climb,9,2004,0
Airplane,THE EASTERN IOWA ARPT,"(10, 30]",EMB-145,Small,No Cloud,Y,Approach,9,2004,0
Airplane,WASHINGTON DULLES INTL ARPT,"(1000, 2000]",MD-82,Small,No Cloud,N,Approach,9,2004,0
Airplane,PORTLAND INTL (OR),"(1000, 2000]",A-319,Small,Overcast,Y,Approach,9,2004,0
Airplane,JACKSON EVERS INTL,"(-1, 0]",CL-RJ100/200,Medium,No Cloud,N,Take-off run,9,2004,0
Airplane,BISHOP INTL FLINT,"(-1, 0]",SAAB-340,Small,No Cloud,Y,Take-off run,9,2004,0
Airplane,LOS ANGELES INTL,"(-1, 0]",B-737-800,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,BOISE AIR TERMINAL/GOWEN FIELD,"(1000, 2000]",MERLIN III,Small,Some Cloud,N,Approach,9,2004,0
Airplane,FRENCH LICK MUNICIPAL ARPT,"(0, 10]",BE-400 BJET,Large,No Cloud,N,Approach,9,2004,0
Airplane,MINETA SAN JOSE INTL,"(-1, 0]",MD-82,Medium,No Cloud,N,Landing Roll,9,2004,0
Airplane,KANSAS CITY INTL,"(50, 100]",B-717-200,Small,No Cloud,Y,Approach,9,2004,0
Airplane,NEW CASTLE COUNTY,"(-1, 0]",PA-28,Large,No Cloud,N,Take-off run,9,2004,0
Airplane,QUINCY REGIONAL ARPT - BALDWIN FLD,"(0, 10]",BA-31 JETSTR,Small,No Cloud,N,Climb,9,2004,0
Airplane,AIRBORNE AIRPARK,"(50, 100]",B-767-200,Small,No Cloud,N,Approach,9,2004,0
Airplane,ATLANTA INTL,"(600, 1000]",MD-88,Small,No Cloud,N,Approach,9,2004,0
Airplane,METRO OAKLAND INTL,"(100, 200]",B-757-200,Large,No Cloud,Y,Approach,9,2004,0
Airplane,PHOENIX SKY HARBOR,"(3000, 5000]",DC-9-40,Large,No Cloud,N,Climb,9,2004,0
Airplane,HOUSTON-HOBBY,"(600, 1000]",B-737-500,Medium,Some Cloud,N,Approach,9,2004,0
Airplane,CAPITAL CITY (MI),"(200, 400]",CL-RJ100/200,Small,No Cloud,Y,Approach,9,2004,0
Airplane,BISHOP INTL FLINT,"(-1, 0]",SAAB-340,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(-1, 0]",B-737-300,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,KALAELOA ARPT JOHN RODGERS FIELD,"(-1, 0]",LOCKHEED C-130,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,ONTARIO INTL ARPT,"(-1, 0]",A-310,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,SALT LAKE CITY INTL,"(-1, 0]",C-208,Small,Some Cloud,Y,Landing Roll,9,2004,0
Airplane,SPOKANE INTERNATIONAL,"(200, 400]",B-737-300,Small,No Cloud,Y,Approach,9,2004,0
Airplane,AIRBORNE AIRPARK,"(5000, 18000]",DC-9-30,Small,No Cloud,N,Approach,9,2004,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,Small,No Cloud,Y,Take-off run,9,2004,0
Airplane,SYRACUSE HANCOCK INTL,"(10, 30]",CL-RJ100/200,Small,Some Cloud,N,Approach,9,2004,0
Airplane,NORFOLK INTL,"(0, 10]",B-737-700,Small,No Cloud,N,Approach,9,2004,0
Airplane,HOUSTON-HOBBY,"(0, 10]",B-737-500,Small,Some Cloud,N,Climb,9,2004,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(100, 200]",SAAB-340,Large,Some Cloud,N,Climb,9,2004,1
Airplane,SAN DIEGO INTL,"(5000, 18000]",B-727-200,Medium,No Cloud,N,Approach,9,2004,1
Airplane,LAMBERT-ST LOUIS INTL,"(200, 400]",MD-83,Medium,No Cloud,N,Approach,9,2004,0
Airplane,SALT LAKE CITY INTL,"(600, 1000]",CL-RJ100/200,Small,No Cloud,Y,Approach,9,2004,0
Airplane,HONOLULU INTL ARPT,"(10, 30]",B-737-200,Small,Some Cloud,N,Climb,9,2004,0
Airplane,BATON ROUGE METRO,"(50, 100]",CL-RJ100/200,Small,Some Cloud,N,Approach,9,2004,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(400, 600]",EMB-145,Medium,No Cloud,N,Climb,9,2004,0
Airplane,NEW CASTLE COUNTY,"(0, 10]",MOONEY M20,Small,No Cloud,N,Approach,9,2004,0
Airplane,SPRINGFIELD BECKLEY MUNICIPAL,"(-1, 0]",MERLIN IV,Small,No Cloud,N,Take-off run,9,2004,1
Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-700,Medium,No Cloud,Y,Landing Roll,9,2004,0
Airplane,CORPUS CHRISTI INTL ARPT,"(5000, 18000]",B-737-300,Small,Some Cloud,N,Descent,9,2004,0
Airplane,METRO OAKLAND INTL,"(-1, 0]",A-320,Small,No Cloud,N,Take-off run,9,2004,0
Airplane,ESSEX COUNTY AIRPORT,"(-1, 0]",PA-60 600,Small,Overcast,N,Landing Roll,9,2004,0
Airplane,HILO INTL ARPT,"(400, 600]",MD-11,Medium,Some Cloud,N,Climb,9,2004,0
Airplane,SPOKANE INTERNATIONAL,"(-1, 0]",DHC8 DASH 8,Small,No Cloud,N,Landing Roll,9,2004,0
Airplane,LEWISTON-NEZ PERCE CO ARPT,"(0, 10]",DHC8 DASH 8,Small,No Cloud,N,Approach,9,2004,0
